Trade Date,Previous Close,Low Vol Point,High Vol Point,Call Gamma,Put Gamma,Call Delta,Put Delta,Next Exp Gamma,Next Exp Delta,Top Gamma Exp,Top Delta Exp,Call Volume,Put Volume,Next Exp Call Vol,Next Exp Put Vol,Put/Call OI Ratio,Gamma Ratio,Delta Ratio,NE Skew,Skew,1 M RV,1 M IV,IV Rank,Garch Rank,Skew Rank,Options Implied Move
2/9/2026,112.05,147,78,2338249.568020272,4394955.254648022,86510938.07844836,'-61146248.19051893,0.10288352239289623,0.04611782544600593,2028-12-14,2026-02-26,24431,9837,0.27358683639638165,0.23635254650808174,0.9404876162099443,0.5320303467361546,1.4148200525549557,'-0.07336775575930675,'-0.05872937185779941,0.5764903865519795,0.7640544636632478,0.6258808643222117,0.14344385263206436,0.13305613305613306,5.40379364094344
2/6/2026,111.23,135,111,2139735.972160867,'-1326081.3485371263,94213009.56839825,'-40937741.69091655,0.292438285635175,0.07403796871888953,2026-02-05,2026-02-26,67778,40721,0.10347015255687686,0.5873873431399033,0.9146267536999763,1.613578212619707,2.3013729061977704,'-0.011962462663931731,0.05521153944514787,0.580198557860333,0.7914493877089,0.663995351866535,0.41084299054253054,0.8166666666666668,5.556581164858989
2/5/2026,114.07,143,80,1831197.4958018227,4967381.826385166,32815048.13957421,'-119376872.08818409,0.12591911772525255,0.05367342408866459,2026-02-05,2026-02-26,35627,49792,0.31459286496196703,0.20551494215938304,0.9380025399063904,0.36864440057236575,0.27488614474111556,'-0.12722647396065984,'-0.0646515154500024,0.6311604968513318,0.778217725893757,0.6455861747283342,0.6059917463122378,0.10647181628392484,5.603187274676568
2/4/2026,119.36,143,85,1766818.6222966905,5752961.634246097,37329841.54598889,'-121585534.02711453,0.1278863952925775,0.06049280233104852,2026-02-05,2026-02-26,49368,41901,0.16782126073569925,0.24032839311710938,0.9495284442432473,0.3071146193256728,0.3070253533423149,'-0.02228117020755472,0.0042506505601984206,0.6370341885830808,0.7356771306558442,0.5863995537097276,0.835073735461851,0.5627615062761506,5.542537544346498
2/3/2026,132.18,145,95,4997221.876636175,7160672.920417699,100776980.75747944,'-81614750.53906597,0.11744484379252634,0.04132481470189771,2028-12-14,2026-02-26,17989,18539,0.4016343320918339,0.1990938022547063,0.9522073063198926,0.6978704281251651,1.2347888107461802,'-0.0838966663250037,'-0.038052826137216465,0.5634955018270059,0.6610866808438826,0.4334922071184086,0.3353559815361417,0.376,5.5155234156374675
2/2/2026,131.23,143,95,4081667.9374989513,6992580.997334484,98258376.08172815,'-89130859.08413307,0.10372059535078004,0.04369560162498352,2028-12-14,2026-02-12,31366,22434,0.4276605241344131,0.15623607025051262,0.9646493212669683,0.5837140733950527,1.1024058007673792,'-0.10150830875036657,'-0.04136371826979946,0.5487913322122138,0.6662865493973622,0.4856129761119202,0.6691393693666897,0.2733333333333333,5.518953725772634
1/30/2026,143.62,143,100,10418215.80857509,4627808.813182013,188778183.16461095,'-47695347.565124504,0.14981046233974202,0.04510212852492505,2028-12-14,2026-02-26,15111,14270,0.35914234663490174,0.1852137351086195,0.9635368590335298,2.2512200112717444,3.9579999476227354,'-0.13172866900741353,'-0.02638452593490156,0.47082269740100435,0.6422359693234116,0.4518731153834085,0.17509513732214083,0.37458193979933113,5.821998984676411
1/29/2026,138.93,139,100,7714509.734553054,6301112.190711905,150961772.28778633,'-60668061.15701843,0.11922075401196955,0.037735961778958514,2028-12-14,2026-02-26,18147,7412,0.3816608805863228,0.22827846735024285,0.9533338307962723,1.2243092173354022,2.4883236650182976,'-0.04256353675108955,'-0.01421628883738845,0.44796628033965763,0.6318481761061819,0.4373003817799675,0.08615397751804181,0.5067114093959731,5.540785653375741
1/28/2026,137.5,131,100,5324235.026512698,7092627.625740114,132492982.52223691,'-66817148.09324153,0.13367840180292523,0.04224073215041932,2028-12-14,2026-02-26,15111,5546,0.28092118324399445,0.22520735665344394,0.9539357770905088,0.7506717266800139,1.9829188509714082,'-0.04041027194110654,'-0.02454053342044214,0.45341126412755245,0.6327673756569507,0.43858990015038885,0.09755402123307282,0.3872053872053872,5.491732257326942
1/27/2026,136.3,130,95,4795525.672137623,7269759.967747768,125727406.48818395,'-72298971.75499436,0.11825693837428077,0.03963400805983266,2028-12-14,2026-02-26,14652,23739,0.4362544362544363,0.31370318884535997,0.9689850870102599,0.6596539216443092,1.7389930096688933,'-0.03191949586162994,'-0.03413813174602592,0.459732402148409,0.6320589565233722,0.3892709638180686,0.06946369331183132,0.37448559670781895,5.43770976293225
1/26/2026,137.89,129,100,4697034.400934675,5696837.442202537,134474731.61819512,'-61547830.20649705,0.09822578716522018,0.040014254797636664,2028-12-14,2026-02-26,22867,8715,0.29199282809288496,0.259552495697074,0.9247284955783253,0.8244985833962442,2.184881760527113,'-0.03162071842952413,'-0.020440563725050393,0.4545748505353062,0.6263057029586097,0.42952500706902036,0.16371632723666493,0.44067796610169485,5.451069455340698
1/23/2026,137.66,131,100,5354263.334723697,8768113.37874144,135884855.7367883,'-107145084.98567978,0.15302197099753023,0.06408074355647658,2028-12-14,2026-01-22,24264,27855,0.17626937026046818,0.5931071620893915,0.9277331527376533,0.6106516993387966,1.2682322829362604,0.06833289246708577,'-0.027618216265899505,0.45372555061251135,0.6246472769270784,0.4271984493244524,0.2603659028933007,0.36054421768707484,5.427567010148433
1/22/2026,138.54,135,100,5343005.355748548,8206054.854934465,139437656.99973282,'-101266222.20216557,0.1662866280558463,0.06535168086566573,2028-12-14,2026-01-22,1839,743,0.22457857531266992,0.4266487213997308,0.9567236816397577,0.6511052448711931,1.3769414318760966,'-0.047241437573219726,'-0.027186299297060887,0.45523951442132055,0.6345356458140328,0.4410705550305159,0.42531536761954575,0.36177474402730375,5.548732460460525
1/21/2026,144.5,130,105,4616965.365152897,5875112.587652548,173188083.31404436,'-65201812.655861065,0.19248732905350077,0.06443967549629143,2028-12-14,2026-01-22,22648,31087,0.34563758389261745,0.209573133464149,0.9561732597937297,0.7858513851898191,2.656185100683336,'-0.02809833133266901,'-0.018260047253250332,0.45134426223295954,0.6293180190067146,0.38509538107321306,0.48692714147856786,0.5454545454545454,5.7398506435946635
1/20/2026,155.81,175,110,6429034.711620507,2409729.790874691,254553935.580201,'-19293776.862283196,0.2109381812353175,0.054903460996188105,2028-12-14,2027-01-14,20208,13971,0.14123119556611244,0.20678548421730727,0.906174247825467,2.6679483882244224,13.193577255359502,'-0.0209260434484834,'-0.000017476779603382112,0.37940174647855446,0.5431535561680811,0.31287327379012514,0.15844154567601137,0.6151202749140894,5.341712780821102
1/16/2026,158,185,110,8800881.615176579,1890470.5848610615,387089797.98224294,'-40706238.97161557,0.3590596118453959,0.32432438249421275,2026-01-22,2027-01-14,17164,25611,0.45764390584945236,0.7205888094959197,0.9120249937063885,4.655391988457409,9.509348143221004,'-0.026461622483645388,'-0.04218936346240453,0.3845048814718296,0.5321219555000523,0.29739736140017864,0.226051562794268,0.27241379310344827,5.306777060468867
1/15/2026,157.51,180,110,7509046.629866165,3314446.7862344007,379370328.1814092,'-49220439.37267077,0.306461807587997,0.32727557932693147,2026-01-22,2027-01-14,37072,24802,0.2710131635735865,0.21006370453995646,0.9117392698545345,2.265550516922711,7.707577035406379,0.03839219685362716,0.009673551460972523,0.3950569044712451,0.577044393383279,0.3604177456530696,0.34643451763111716,0.6885813148788926,5.736935075541266
1/14/2026,167.45,185,220,13245576.312992655,1008717.2881009936,484284729.26473576,'-26726617.047517505,0.3616021741111427,0.3536621989158747,2027-09-16,2027-01-14,13582,6390,0.37417169783537035,0.5259780907668231,0.8944008516222333,13.131108655754987,18.11994119583939,'-0.06178982689558005,'-0.12414054079391433,0.34006101159333396,0.5307847414847157,0.2955214226700963,0.09912209107964468,0.04166666666666666,5.610042603144331
1/13/2026,167.93,185,220,13770620.958687618,135820.9877525745,513657480.9110994,'-12308902.138228822,0.375465784195789,0.37307851738192743,2027-09-16,2027-01-14,22324,16426,0.45184554739294036,0.29106294898331914,0.9016604343202168,101.38801952886398,41.730568262118915,'-0.03870762679845429,'-0.09612438168436933,0.349068717223833,0.5064718152634927,0.1979497473242482,0.07846935120129177,0.08264462809917356,5.368415826371163
1/12/2026,164.48,185,115,10518087.307360629,'-602944.952360071,448309913.75360596,'-5238832.868288558,0.34245217562422803,0.3642659680814174,2026-03-19,2027-01-14,10195,6292,0.6497302599313389,0.3469485060394151,0.8718780175454216,17.444523361859677,85.57438746849382,'-0.04554155612119604,'-0.006586075180253185,0.3798324364940574,0.4556185706541277,0.19007298327605324,0.135662162219318,0.5629370629370629,4.730173736110012
